,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,means
hybed,0.904345327,0.904695454,0.906017388,0.908643728,0.905328198,0.904690482,0.905162388,0.901006433,0.899711644,0.599461722,0.610401761,0.611023892,0.618179062,0.629702281,0.618133213,0.660935914,0.638267058,0.623030303,0.402165826,0.457223684,0.44421322,0.469022589,0.537158682,0.501210679,0.5205719,0.579274009,0.500144023,0.35370324,0.96069148,0.987478261,0.99047619,0.988235294,1,0.972727273,0.985714286,0.973333333,0.045826082,0.210713004,0.157964322,0.216619988,0.267736904,0.308956595,0.310681383,0.244670515,0.243888889,,0.630647509
poincare,0.904436435,0.905472491,0.906731076,0.910134643,0.906958948,0.909159234,0.909478409,0.911168835,0.907792334,0.59230826,0.594099175,0.594289684,0.588756003,0.588296611,0.59602927,0.579695325,0.59492116,0.591313131,0.357866875,0.528588765,0.454297745,0.441499738,0.505869216,0.484413848,0.514388973,0.514091618,0.452916667,0.340425532,0.957133735,0.941652174,0.985627111,0.976470588,0.985641026,0.972727273,0.971428571,1,0.014374121,0.102007474,0.111151915,0.133894483,0.172516375,0.17706914,0.198972425,0.201555343,0.169781746,,0.603497856
deepwalk2,0.623254724,0.622409399,0.630201109,0.638431422,0.634807797,0.628186299,0.62222093,0.634886826,0.650047898,0.220236821,0.243617741,0.307165816,0.26890703,0.279561783,0.305693687,0.304017369,0.290885559,0.25037037,0.449728842,0.48515196,0.503173424,0.531011452,0.545847591,0.536133938,0.520956403,0.566534376,0.599385059,0.340425532,0.446650874,0.418889001,0.339375,0.379566045,0.333333333,0.415489209,0.346313131,0.333333333,0.018300907,0.016356047,0.041877374,0.036362723,0.037354551,0.031264219,0.035361255,0.027394365,0.025051893,,0.367011654
deepwalk4,0.61672065,0.634338387,0.644205713,0.64488831,0.645256459,0.646341652,0.652164142,0.646376877,0.637734294,0.212520592,0.212121371,0.270247421,0.223918428,0.238451889,0.241296069,0.241757455,0.249286493,0.23452381,0.389004422,0.48863639,0.504333826,0.473242052,0.496375824,0.535063669,0.514802784,0.579578586,0.508186087,0.340425532,0.464360758,0.430801311,0.34375,0.346153846,0.333333333,0.340269608,0.357272727,0.333333333,0.021824894,0.016339869,0.038158299,0.03610383,0.041882887,0.028516338,0.030286976,0.038613169,0.021383061,,0.354315187
deepwalk8,0.623497046,0.646495373,0.667976084,0.684576179,0.679039463,0.688618512,0.691805076,0.673191503,0.670448606,0.211031175,0.211382114,0.216416026,0.210144928,0.213675214,0.215053763,0.217990397,0.215053763,0.208333333,0.342887454,0.498839001,0.41781704,0.396968494,0.454127744,0.432705379,0.492021998,0.476682083,0.450304622,0.340425532,0.43593276,0.399366439,0.34375,0.346153846,0.333333333,0.352941176,0.363636364,0.333333333,0.025744317,0.016339869,0.060445943,0.066694292,0.060069288,0.016474673,0.02600106,0.05475099,0.021764439,,0.344538667
deepwalk16,0.544047226,0.586523006,0.606743442,0.651494691,0.662455597,0.66933339,0.683883606,0.684662275,0.686754842,0.211031175,0.211382114,0.214067278,0.210144928,0.213675214,0.215053763,0.212765957,0.215053763,0.208333333,0.339869281,0.497023497,0.359726498,0.347990189,0.38274724,0.358463515,0.405924744,0.390557755,0.369065126,0.340425532,0.412806556,0.41037572,0.34375,0.346153846,0.333333333,0.352941176,0.363636364,0.333333333,0.026638843,0.016339869,0.059606597,0.061293748,0.063558339,0.016339869,0.017094017,0.068705877,0.012820513,,0.327065044
deepwalk32,0.54035836,0.511679266,0.569688857,0.62834458,0.637132796,0.681854841,0.697907806,0.703764902,0.714782396,0.211031175,0.211382114,0.214067278,0.210144928,0.213675214,0.215053763,0.212765957,0.215053763,0.208333333,0.339869281,0.547408854,0.344517884,0.339805825,0.341176471,0.338235294,0.349811966,0.347664296,0.333333333,0.340425532,0.426929615,0.447155959,0.34375,0.346153846,0.333333333,0.352941176,0.363636364,0.333333333,0.023219389,0.016339869,0.060379206,0.061453547,0.06469186,0.016339869,0.017094017,0.068207117,0.012820513,,0.322378868
deepwalk64,0.492490165,0.509694507,0.482191943,0.515402439,0.526412166,0.581861162,0.578676863,0.627470102,0.624458672,0.211031175,0.211382114,0.214067278,0.210144928,0.213675214,0.215053763,0.212765957,0.215053763,0.208333333,0.339869281,0.502556219,0.341666667,0.339805825,0.341176471,0.338235294,0.346153846,0.342857143,0.333333333,0.340425532,0.441278576,0.452043526,0.34375,0.346153846,0.333333333,0.352941176,0.363636364,0.333333333,0.025335463,0.016339869,0.050073834,0.051474243,0.061458105,0.016339869,0.017094017,0.064951844,0.012820513,,0.304413401
deepwalk128,0.506360417,0.500660817,0.469837825,0.524742619,0.477055805,0.516453948,0.496066099,0.536196608,0.537204809,0.211031175,0.211382114,0.214067278,0.210144928,0.213675214,0.215053763,0.212765957,0.215053763,0.208333333,0.339869281,0.498096864,0.341666667,0.339805825,0.341176471,0.338235294,0.346153846,0.342857143,0.333333333,0.340425532,0.516049515,0.533699715,0.34375,0.346153846,0.333333333,0.352941176,0.363636364,0.333333333,0.020954842,0.016339869,0.056173549,0.065008837,0.065395407,0.016339869,0.017094017,0.069036635,0.012820513,,0.299994834
