,0,1,2,3,4,5,6,7,8,9,train,mean
hyperbolic,1.0,1.0,1.0,1.0,0.733333333333,1.0,1.0,1.0,1.0,0.333333333333,0.940972222222,0.906666666667
size_8_nwalks_10_walklen_70.emd,0.333333333333,0.733333333333,0.733333333333,0.333333333333,1.0,0.733333333333,1.0,0.4,1.0,1.0,0.742424242424,0.726666666667
size_32_nwalks_5_walklen_70.emd,0.733333333333,0.733333333333,0.733333333333,0.333333333333,0.333333333333,0.333333333333,1.0,1.0,1.0,1.0,0.704347826087,0.72
size_8_nwalks_5_walklen_70.emd,0.333333333333,0.733333333333,1.0,0.333333333333,0.733333333333,0.333333333333,1.0,0.666666666667,1.0,1.0,0.813186813187,0.713333333333
size_32_nwalks_1_walklen_70.emd,0.733333333333,0.733333333333,0.733333333333,0.733333333333,0.333333333333,0.333333333333,1.0,1.0,0.333333333333,1.0,0.704347826087,0.693333333333
size_8_nwalks_1_walklen_70.emd,0.733333333333,0.733333333333,0.333333333333,0.733333333333,0.733333333333,0.333333333333,1.0,1.0,1.0,0.333333333333,0.778604651163,0.693333333333
size_32_nwalks_10_walklen_70.emd,1.0,0.333333333333,0.733333333333,1.0,0.333333333333,0.733333333333,0.4,0.4,0.333333333333,1.0,0.704347826087,0.626666666667
size_128_nwalks_5_walklen_70.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.733333333333,0.733333333333,1.0,0.4,0.333333333333,0.333333333333,0.525241675618,0.486666666667
size_128_nwalks_1_walklen_70.emd,0.333333333333,0.733333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,1.0,0.4,0.333333333333,0.333333333333,0.525241675618,0.446666666667
size_128_nwalks_10_walklen_70.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,1.0,0.525241675618,0.413333333333
size_2_nwalks_5_walklen_10.emd,0.333333333333,0.2,0.2,0.333333333333,0.333333333333,0.333333333333,1.0,1.0,0.333333333333,0.0,0.525241675618,0.406666666667
size_2_nwalks_10_walklen_70.emd,0.2,0.2,0.333333333333,0.2,0.333333333333,0.333333333333,0.4,0.666666666667,1.0,0.333333333333,0.552178318136,0.4
size_2_nwalks_10_walklen_10.emd,0.2,0.733333333333,0.2,0.333333333333,0.333333333333,0.333333333333,0.4,0.666666666667,0.333333333333,0.333333333333,0.525241675618,0.386666666667
size_2_nwalks_5_walklen_70.emd,0.333333333333,0.333333333333,0.333333333333,0.0,0.333333333333,0.333333333333,1.0,0.25,0.333333333333,0.333333333333,0.504166666667,0.358333333333
size_8_nwalks_1_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_8_nwalks_1_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_8_nwalks_10_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
