,0,1,2,3,4,5,6,7,8,9,train,mean
size_8_nwalks_1_walklen_70.emd,0.733333333333,0.333333333333,0.733333333333,0.733333333333,0.733333333333,0.733333333333,0.4,1.0,1.0,1.0,0.778604651163,0.74
size_32_nwalks_10_walklen_70.emd,0.333333333333,1.0,0.333333333333,0.733333333333,0.333333333333,0.333333333333,1.0,1.0,1.0,1.0,0.704347826087,0.706666666667
size_8_nwalks_5_walklen_70.emd,1.0,0.333333333333,0.333333333333,0.733333333333,1.0,0.333333333333,1.0,1.0,1.0,0.333333333333,0.813186813187,0.706666666667
size_8_nwalks_10_walklen_70.emd,0.733333333333,0.333333333333,0.333333333333,0.733333333333,1.0,0.333333333333,1.0,1.0,1.0,0.333333333333,0.742424242424,0.68
size_32_nwalks_1_walklen_70.emd,0.733333333333,0.333333333333,0.733333333333,0.733333333333,1.0,0.333333333333,0.4,0.4,1.0,1.0,0.704347826087,0.666666666667
size_32_nwalks_5_walklen_70.emd,0.333333333333,0.733333333333,0.733333333333,0.733333333333,1.0,1.0,0.4,0.4,0.333333333333,0.333333333333,0.704347826087,0.6
size_128_nwalks_1_walklen_70.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.733333333333,0.333333333333,1.0,0.4,0.333333333333,1.0,0.525241675618,0.513333333333
size_128_nwalks_10_walklen_70.emd,0.333333333333,0.333333333333,0.733333333333,0.733333333333,0.333333333333,0.333333333333,1.0,0.4,0.333333333333,0.333333333333,0.525241675618,0.486666666667
size_128_nwalks_5_walklen_70.emd,0.333333333333,0.733333333333,0.333333333333,0.333333333333,0.733333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.525241675618,0.426666666667
size_2_nwalks_1_walklen_10.emd,0.333333333333,0.333333333333,0.733333333333,0.2,0.333333333333,0.2,0.4,1.0,0.333333333333,0.333333333333,0.525241675618,0.42
size_2_nwalks_1_walklen_70.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.733333333333,0.733333333333,0.25,0.25,0.0,0.333333333333,0.552178318136,0.363333333333
size_2_nwalks_10_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.25,0.666666666667,0.333333333333,0.333333333333,0.525241675618,0.358333333333
size_32_nwalks_1_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_8_nwalks_10_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_8_nwalks_5_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_8_nwalks_10_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_32_nwalks_5_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_32_nwalks_5_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_8_nwalks_1_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_32_nwalks_1_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_8_nwalks_5_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_128_nwalks_10_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_32_nwalks_10_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_128_nwalks_10_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_2_nwalks_1_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_128_nwalks_5_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_128_nwalks_5_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_128_nwalks_1_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_128_nwalks_1_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_32_nwalks_10_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.4,0.333333333333,0.333333333333,0.346153846154,0.346666666667
size_2_nwalks_5_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.25,0.333333333333,0.333333333333,0.346153846154,0.331666666667
size_8_nwalks_1_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.4,0.25,0.333333333333,0.333333333333,0.346153846154,0.331666666667
size_2_nwalks_5_walklen_70.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.25,1.0,0.333333333333,0.504166666667,0.325
size_2_nwalks_10_walklen_70.emd,0.333333333333,0.333333333333,0.2,0.333333333333,0.333333333333,0.333333333333,0.25,0.25,0.333333333333,0.333333333333,0.552178318136,0.303333333333
size_2_nwalks_5_walklen_10.emd,0.333333333333,0.333333333333,0.333333333333,0.5,0.333333333333,0.2,0.0,0.25,0.333333333333,0.333333333333,0.525241675618,0.295
size_2_nwalks_10_walklen_40.emd,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.2,0.333333333333,0.0,0.4,0.333333333333,0.333333333333,0.346153846154,0.293333333333
