,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
hybed,0.446921316811,0.534334317851,0.530462780605,0.562557189095,0.542934026892,0.534463555483,0.57238972028,0.542967058579,0.521505577756
poincare,0.34834253199,0.471005996912,0.406604842218,0.377658467078,0.411922594294,0.372927144662,0.376901890212,0.34874553688,0.329411764706
deepwalk2,0.433275013973,0.513950654305,0.544076426586,0.533337217985,0.56427796182,0.557453187734,0.534391408857,0.546381694743,0.494168054168
deepwalk4,0.363541109362,0.503793526765,0.504651478648,0.445690548002,0.501075469144,0.504854027817,0.54655718804,0.520976666376,0.439516455766
deepwalk8,0.339869281046,0.476799799094,0.397672858769,0.410773979417,0.473856585771,0.449257332142,0.487604679241,0.528295596882,0.45683614588
deepwalk16,0.339869281046,0.470124481787,0.359143985275,0.347838300894,0.357057506801,0.338918708596,0.4236330053,0.413722392803,0.401488095238
deepwalk32,0.339869281046,0.492554750402,0.341666666667,0.339805825243,0.341176470588,0.338235294118,0.353112800316,0.342857142857,0.333333333333
deepwalk64,0.339869281046,0.48668193834,0.341666666667,0.339805825243,0.341176470588,0.338235294118,0.346153846154,0.342857142857,0.333333333333
deepwalk128,0.339869281046,0.480723143635,0.341666666667,0.339805825243,0.341176470588,0.338235294118,0.346153846154,0.342857142857,0.333333333333
