,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
hybed,0.0198315149959,0.0140696869126,0.0218964177219,0.0293522590847,0.0190720362154,0.0146500547142,0.0285276163167,0.027709106796,0.039532317403
poincare,0.0205945034687,0.0136845225718,0.0121757860041,0.015303390198,0.0140386584803,0.0170367019414,0.0244153810004,0.0242462360721,0.0487584757867
deepwalk2,0.0231704691293,0.0193468648322,0.0198136700061,0.0267046870437,0.01571686037,0.0123535469546,0.015578810417,0.0340987872746,0.0336652652047
deepwalk4,0.0140187399691,0.0079581984765,0.018472152514,0.0195417953907,0.0153040630472,0.0232873041496,0.0267645363292,0.0409947386705,0.0472272667378
deepwalk8,0.0,0.00844044639222,0.0252764180258,0.0216774053572,0.0189967373587,0.00985615306694,0.0280586616479,0.0269658625581,0.0410893915124
deepwalk16,0.0,0.0182409782335,0.0143440414358,0.00355575471383,0.00750513648651,0.0144348440916,0.0190550993515,0.0281308176315,0.0328139879759
deepwalk32,0.0,0.020416955231,1.85037170771e-17,0.0,0.0,1.85037170771e-17,0.00930210036925,0.00193277310924,0.00392156862745
deepwalk64,0.0,0.0109828338966,1.85037170771e-17,0.0,0.0,1.85037170771e-17,0.0,1.85037170771e-17,1.85037170771e-17
deepwalk128,0.0,0.00902820350056,1.85037170771e-17,0.0,0.0,1.85037170771e-17,0.0,1.85037170771e-17,1.85037170771e-17
