,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
hybed,0.033207187091,0.0747800056114,0.117444335173,0.13419391859,0.145732630655,0.096792870575,0.118844780421,0.120028860029,0.121706349206
poincare,0.0189331940798,0.0367432669576,0.118757158042,0.21051101298,0.251112235478,0.199279057,0.184073592529,0.21005989381,0.225277777778
deepwalk2,0.0192727262286,0.0160570439397,0.0342001843517,0.0291243119293,0.0347378969267,0.0290713461926,0.0249569684869,0.0257207375957,0.0240740740741
deepwalk4,0.0248204916917,0.016339869281,0.0360418545731,0.0390627350355,0.0389536666194,0.0239242637108,0.0321595564792,0.0340297665298,0.0189898989899
deepwalk8,0.0232932804762,0.016339869281,0.0613096747358,0.056577999333,0.0603948665168,0.0163725490196,0.0232695043221,0.0577146233396,0.0439083139083
deepwalk16,0.0225622657674,0.016339869281,0.0591403120075,0.0581432144001,0.0663328091885,0.016339869281,0.017094017094,0.0621133604957,0.0128205128205
deepwalk32,0.0235869080491,0.016339869281,0.0578086296203,0.0596946982226,0.0648030672572,0.016339869281,0.017094017094,0.0599433899434,0.0128205128205
deepwalk64,0.0156199167154,0.016339869281,0.0489128319951,0.0615227652482,0.0630705298812,0.016339869281,0.017094017094,0.0681980022615,0.0128205128205
deepwalk128,0.0205527089705,0.016339869281,0.0517253544155,0.05710736777,0.0616793414639,0.016339869281,0.017094017094,0.0564418890077,0.0128205128205
