,logistic,hyperbolic,deepwalk32,deepwalk64,deepwalk16,deepwalk128,deepwalk8,deepwalk4,deepwalk2
logistic,0.0,0.00687013214127,2.63110603814e-06,1.11245467978e-07,1.94699184824e-07,2.30506387138e-06,2.35807805833e-08,4.67131252511e-07,3.70898415741e-07
hyperbolic,0.0,0.0,7.71208252857e-06,1.09229002717e-07,2.05590358106e-06,2.21939854973e-05,7.19459348102e-07,1.12537574995e-06,3.27804494859e-06
deepwalk32,0.0,0.0,0.0,0.806328978354,0.0152252138821,0.0327880187341,0.00386310460752,0.00327185266694,2.69907355197e-05
deepwalk64,0.0,0.0,0.0,0.0,0.00409827028528,0.0381731686907,0.00209197033851,0.00196031810658,0.000154310008831
deepwalk16,0.0,0.0,0.0,0.0,0.0,0.690227658698,0.312125999767,0.0509259115992,0.00513909984909
deepwalk128,0.0,0.0,0.0,0.0,0.0,0.0,0.533688527125,0.0998920485488,0.0116276145906
deepwalk8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165643519787,0.0202641768792
deepwalk4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575834400142
deepwalk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
