,0,1,2,3,4,5,6,7,8,9,train,mean
logistic,0.916666666667,0.833333333333,0.818181818182,0.909090909091,0.909090909091,0.909090909091,0.909090909091,0.909090909091,1.0,0.727272727273,0.946428571429,0.884090909091
deepwalk8,0.5,0.666666666667,0.545454545455,0.545454545455,0.727272727273,0.818181818182,0.363636363636,0.363636363636,0.727272727273,0.363636363636,0.571428571429,0.562121212121
deepwalk32,0.333333333333,0.666666666667,0.545454545455,0.454545454545,0.454545454545,0.272727272727,0.545454545455,0.363636363636,0.909090909091,0.454545454545,0.526785714286,0.5
deepwalk2,0.583333333333,0.75,0.272727272727,0.454545454545,0.727272727273,0.454545454545,0.454545454545,0.272727272727,0.363636363636,0.636363636364,0.580357142857,0.49696969697
hyperbolic,0.333333333333,0.333333333333,0.545454545455,0.454545454545,0.454545454545,0.272727272727,0.545454545455,0.727272727273,0.909090909091,0.272727272727,0.589285714286,0.484848484848
deepwalk64,0.583333333333,0.333333333333,0.363636363636,0.363636363636,0.636363636364,0.545454545455,0.636363636364,0.454545454545,0.363636363636,0.545454545455,0.517857142857,0.482575757576
deepwalk128,0.416666666667,0.5,0.272727272727,0.454545454545,0.636363636364,0.545454545455,0.454545454545,0.545454545455,0.363636363636,0.545454545455,0.517857142857,0.473484848485
deepwalk4,0.5,0.25,0.636363636364,0.545454545455,0.545454545455,0.363636363636,0.454545454545,0.636363636364,0.363636363636,0.363636363636,0.580357142857,0.465909090909
deepwalk16,0.666666666667,0.75,0.454545454545,0.363636363636,0.454545454545,0.363636363636,0.181818181818,0.272727272727,0.454545454545,0.545454545455,0.553571428571,0.450757575758
