,logistic,deepwalk2,deepwalk4,deepwalk8,hyperbolic,deepwalk64,deepwalk16,deepwalk32,deepwalk128
logistic,0.0,7.76235048671e-05,6.90851670541e-05,1.64803650188e-06,0.000109229600214,0.0003196613784,3.18710594069e-05,2.53911449156e-06,3.63120063792e-06
deepwalk2,0.0,0.0,0.900232246601,0.531469733549,0.452067177387,0.344757962039,0.252804560233,0.291427864855,0.104993558397
deepwalk4,0.0,0.0,0.0,0.440163086921,0.407207787006,0.487713808235,0.351174007611,0.312379605314,0.10915756978
deepwalk8,0.0,0.0,0.0,0.0,0.842239268426,0.783344113679,0.6913442272,0.586566748439,0.181117256147
hyperbolic,0.0,0.0,0.0,0.0,0.0,0.911525155281,0.716125879914,0.796738105562,0.338505702316
deepwalk64,0.0,0.0,0.0,0.0,0.0,0.0,0.924848508227,0.888530181359,0.388782737903
deepwalk16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98421229359,0.571410806258
deepwalk32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312231047869
deepwalk128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
