,0,1,train,mean
logistic,0.0480428589124,0.0470453523085,0.118376068376,0.0475441056105
hyp embedding,0.0222676411082,0.0187368187368,0.0359658210535,0.0205022299225
deepwalk,0.0129370629371,0.013986013986,0.016625155239,0.0134615384615
