,0,1,train,mean
logistic,0.377049180328,0.316666666667,0.801652892562,0.346857923497
deepwalk,0.229508196721,0.183333333333,0.231404958678,0.206420765027
hyp embedding,0.229508196721,0.166666666667,0.322314049587,0.198087431694
