,0,1,train,mean
logistic,0.0472533164841,0.0371105596912,0.118376068376,0.0421819380876
hyp embedding,0.0192935269858,0.0235117056856,0.0316397594175,0.0214026163357
deepwalk,0.00957264957265,0.00794510653666,0.016625155239,0.00875887805465
