,0,1,train,mean
logistic,0.331705331705,0.258937198068,0.659523809524,0.295321264886
hyp embedding,0.192595499738,0.0988704318937,0.234179031414,0.145732965816
deepwalk,0.0436507936508,0.0442655935614,0.0926258649031,0.0439581936061
