,0,1,train,mean
logistic,0.360655737705,0.483333333333,0.801652892562,0.421994535519
hyp embedding,0.295081967213,0.4,0.388429752066,0.347540983607
deepwalk,0.196721311475,0.216666666667,0.264462809917,0.206693989071
