,0,1,train,mean
logistic,0.241234955521,0.37129718108,0.659523809524,0.3062660683
hyp embedding,0.181670616965,0.207646520147,0.228734652778,0.194658568556
deepwalk,0.0934065934066,0.0808531746032,0.104918890633,0.0871298840049
