,0,1,train,mean
logistic,0.426229508197,0.35,0.801652892562,0.388114754098
hyp embedding,0.295081967213,0.2,0.429752066116,0.247540983607
deepwalk,0.180327868852,0.183333333333,0.231404958678,0.181830601093
