,0,1,train,mean
logistic,0.360655737705,0.4,0.801652892562,0.380327868852
hyp embedding,0.229508196721,0.266666666667,0.322314049587,0.248087431694
deepwalk,0.196721311475,0.166666666667,0.231404958678,0.181693989071
