,0,1,train,mean
logistic,0.377049180328,0.466666666667,0.801652892562,0.421857923497
hyp embedding,0.16393442623,0.183333333333,0.280991735537,0.173633879781
deepwalk,0.16393442623,0.166666666667,0.264462809917,0.165300546448
