,0,1,train,mean
logistic,0.373841673422,0.356167832449,0.659523809524,0.365004752935
hyp embedding,0.125068769485,0.124584717608,0.18166748863,0.124826743546
deepwalk,0.0436507936508,0.047619047619,0.141566036303,0.0456349206349
