,0,1,train,mean
logistic,0.360655737705,0.4,0.801652892562,0.380327868852
deepwalk,0.180327868852,0.2,0.231404958678,0.190163934426
hyp embedding,0.16393442623,0.2,0.297520661157,0.181967213115
