,0,1,train,mean
deepwalk,0.394659583392,0.397514679776,0.464423873998,0.396087131584
logistic,0.357192016518,0.364859242823,0.904600718431,0.361025629671
hyp embedding,0.167101827676,0.170718155299,0.170489085383,0.168909991488
