,0,1,train,mean
deepwalk,0.394144455186,0.393503800968,0.464423873998,0.393824128077
logistic,0.359328052445,0.360777187587,0.904600718431,0.360052620016
hyp embedding,0.230694713534,0.232137931034,0.252072395689,0.231416322284
