,0,1,train,mean
deepwalk,0.399697926679,0.38203809259,0.464423873998,0.390868009634
logistic,0.362819626814,0.361690374258,0.904600718431,0.362255000536
hyp embedding,0.293781372002,0.296549835706,0.320806852722,0.295165603854
