,0,1,train,mean
logistic,0.356994026948,0.35193074069,0.904600718431,0.354462383819
hyp embedding,0.165367483296,0.175809105869,0.170765404808,0.170588294583
deepwalk,0.170626649993,0.167468058799,0.168693009119,0.169047354396
