,0,1,train,mean
deepwalk,0.259462209751,0.266330444742,0.380498285944,0.262896327246
logistic,0.232294703756,0.235250410487,0.914384495362,0.233772557121
hyp embedding,0.0628080312286,0.0600701132833,0.0737640164251,0.0614390722559
