,0,1,train,mean
deepwalk,0.258652521226,0.259983490664,0.380498285944,0.259318005945
logistic,0.236062166781,0.237421629287,0.914384495362,0.236741898034
hyp embedding,0.0836315840022,0.0761175967777,0.0961017097671,0.0798745903899
