,0,1,train,mean
deepwalk,0.256851210528,0.271744512423,0.380498285944,0.264297861475
logistic,0.230030430065,0.240019870569,0.914384495362,0.235025150317
hyp embedding,0.026984201042,0.0250955226361,0.026042907825,0.026039861839
