,0,1,train,mean
logistic,0.2312021105,0.230708514839,0.914384495362,0.230955312669
hyp embedding,0.0308323738803,0.0292406672724,0.0302962807039,0.0300365205764
deepwalk,0.0289092915741,0.0280918341105,0.0279474877228,0.0285005628423
