,0,1,train,mean
deepwalk,0.259839045447,0.251534192246,0.380498285944,0.255686618846
logistic,0.251597180395,0.238911609935,0.914384495362,0.245254395165
hyp embedding,0.0633611407544,0.0656063876749,0.0768936944105,0.0644837642146
