,0,1,train,mean
deepwalk,0.396001110803,0.389469342865,0.464423873998,0.392735226834
logistic,0.362064232775,0.357301808067,0.904600718431,0.359683020421
hyp embedding,0.243895709753,0.243807942438,0.261605415861,0.243851826096
