,0,1,train,mean
deepwalk,0.396921385377,0.394583333333,0.464423873998,0.395752359355
logistic,0.36632977987,0.355025506687,0.904600718431,0.360677643278
hyp embedding,0.169062759193,0.166114333057,0.170489085383,0.167588546125
