,0,1,train,mean
deepwalk,0.256180067572,0.259644637447,0.380498285944,0.257912352509
logistic,0.240105353685,0.238635866537,0.914384495362,0.239370610111
hyp embedding,0.092755770502,0.0948283444003,0.113762280874,0.0937920574511
