,0,1,train,mean
deepwalk,0.391891891892,0.391888188545,0.464423873998,0.391890040218
logistic,0.360137931034,0.369083863825,0.904600718431,0.36461089743
hyp embedding,0.231984478936,0.227961432507,0.248549323017,0.229972955721
