,0,1,train,mean
logistic,0.232688174674,0.246105105881,0.914384495362,0.239396640277
hyp embedding,0.0296342863122,0.0301534191095,0.0302962807039,0.0298938527109
deepwalk,0.0308728692295,0.0264252146684,0.0279474877228,0.0286490419489
