,0,1,train,mean
deepwalk,0.397201440842,0.394323505098,0.464423873998,0.39576247297
logistic,0.371655919879,0.357033532767,0.904600718431,0.364344726323
hyp embedding,0.168041381239,0.173699303564,0.173528599061,0.170870342401
