,0,1,train,mean
deepwalk,0.270020939744,0.266970693669,0.380498285944,0.268495816706
logistic,0.23035702712,0.237484628535,0.914384495362,0.233920827828
hyp embedding,0.0322775538555,0.0333530848367,0.0336235126951,0.0328153193461
