,0,1,train,mean
deepwalk,0.389233954451,0.398700041488,0.464423873998,0.39396699797
logistic,0.35663377193,0.358774373259,0.904600718431,0.357704072594
hyp embedding,0.174158075601,0.166504652132,0.172423321359,0.170331363867
