,0,1,train,mean
deepwalk,0.254851744142,0.266843154331,0.380498285944,0.260847449236
logistic,0.222170287212,0.234703931203,0.914384495362,0.228437109207
hyp embedding,0.0285449334129,0.0268311468025,0.0287706379404,0.0276880401077
