,0,1,train,mean
deepwalk,0.255880317783,0.262870940808,0.380498285944,0.259375629295
logistic,0.227875740908,0.24005582465,0.914384495362,0.233965782779
hyp embedding,0.0288877628929,0.027777629786,0.0287706379404,0.0283326963395
