,0,1,train,mean
deepwalk,0.265262807135,0.259422714131,0.380498285944,0.262342760633
logistic,0.242622583513,0.229382186589,0.914384495362,0.236002385051
hyp embedding,0.0676662455799,0.0678710291717,0.0796579683221,0.0677686373758
