,0,1,train,mean
deepwalk,0.388942774006,0.394544703127,0.464423873998,0.391743738566
logistic,0.360223860224,0.359020979021,0.904600718431,0.359622419622
hyp embedding,0.274907496231,0.264939406603,0.291309754076,0.269923451417
