,0,1,train,mean
deepwalk,0.256270195026,0.261090250689,0.380498285944,0.258680222858
logistic,0.239239695917,0.234361076536,0.914384495362,0.236800386226
hyp embedding,0.0632168619915,0.0602536588756,0.0738080078142,0.0617352604336
