,0,1,train,mean
deepwalk,0.262474019673,0.265989546105,0.380498285944,0.264231782889
logistic,0.240327212507,0.229788710793,0.914384495362,0.23505796165
hyp embedding,0.0263634749282,0.0249096236442,0.026042907825,0.0256365492862
