,0,1,train,mean
deepwalk,0.391214256113,0.397264059693,0.464423873998,0.394239157903
logistic,0.355623100304,0.358386294557,0.904600718431,0.35700469743
hyp embedding,0.231955922865,0.229074279379,0.24868748273,0.230515101122
