,logistic,hyperbolic,deepwalk64,deepwalk8,deepwalk16,deepwalk2,deepwalk32,deepwalk4,deepwalk128
logistic,0.0,4.24225066754e-10,3.61570741884e-08,8.55440172304e-10,2.56805985883e-08,7.02214322839e-09,8.21071542923e-10,2.38209410331e-10,1.97752966522e-09
hyperbolic,0.0,0.0,0.480755364289,0.231099917814,0.314911062669,0.172852662592,0.117013822057,0.0704621296494,0.00991551849008
deepwalk64,0.0,0.0,0.0,0.839331964165,0.642319604752,0.513707938075,0.429609404687,0.383266808369,0.421108072671
deepwalk8,0.0,0.0,0.0,0.0,0.862013051264,0.800469503897,0.790715934341,0.576825005523,0.419779448082
deepwalk16,0.0,0.0,0.0,0.0,0.0,0.966438282653,0.959908089144,0.731106277631,0.639002942066
deepwalk2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.762575836284,0.6162663549
deepwalk32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343436396138,0.480339817993
deepwalk4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686684704173
deepwalk128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
