,logistic,hyperbolic,deepwalk128,deepwalk64,deepwalk8,deepwalk32,deepwalk2,deepwalk4,deepwalk16
logistic,0.0,1.20859448815e-07,6.61349837839e-10,1.45560809738e-08,8.64329898094e-12,2.92206625875e-09,1.10802033349e-09,4.52291646804e-10,4.97714906973e-11
hyperbolic,0.0,0.0,1.62248755751e-05,4.24797244917e-05,6.43794600792e-05,2.41153073961e-05,5.63741514247e-05,7.73584979494e-06,2.15236564221e-05
deepwalk128,0.0,0.0,0.0,0.797624520972,0.753211680809,0.779507634504,0.61061670341,0.417153282547,0.289632264667
deepwalk64,0.0,0.0,0.0,0.0,0.952262159084,0.942831971509,0.771701175184,0.633360126881,0.412137961233
deepwalk8,0.0,0.0,0.0,0.0,0.0,1.0,0.81806020285,0.605691004647,0.373581907398
deepwalk32,0.0,0.0,0.0,0.0,0.0,0.0,0.757740072773,0.582968743492,0.393822814692
deepwalk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668038661326,0.44333185017
deepwalk4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804861372277
deepwalk16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
