,logistic,hyperbolic,deepwalk128,deepwalk8,deepwalk16,deepwalk32,deepwalk4,deepwalk64,deepwalk2
logistic,0.0,4.44394474543e-07,5.98241342631e-11,8.08772554282e-09,4.72975246526e-08,1.91082571243e-08,2.78067043976e-10,2.4137184801e-09,5.03301078071e-10
hyperbolic,0.0,0.0,2.78826246099e-05,0.000306047028436,3.31178554364e-05,5.3493184323e-05,6.01473473957e-05,2.88824628123e-06,4.86621804927e-06
deepwalk128,0.0,0.0,0.0,0.773829145022,0.434578356408,0.434578356408,0.168301067778,0.11528009049,0.0231109779206
deepwalk8,0.0,0.0,0.0,0.0,0.470337761964,0.532497912428,0.205404526261,0.178936019877,0.0681592970122
deepwalk16,0.0,0.0,0.0,0.0,0.0,1.0,0.948746262672,0.476756675694,0.173102350405
deepwalk32,0.0,0.0,0.0,0.0,0.0,0.0,0.948746262672,0.403644523798,0.173102350405
deepwalk4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457722661226,0.103888131062
deepwalk64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366421686522
deepwalk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
